sentence_number,sentence_text
5566,Employers groups also want change .
5567,""" If you really want to expand domestic demand , the way to do it is not to raise wages recklessly , but to reduce commodity prices ,"" Bumpei Otsuki , President of the Japan Federation of Employers ' Associations told a recent press conference ."
5568,External pressures are rising as the U . S . And Europe seek removal of tariffs and quotas to help reduce their trade deficits with Japan .
5569,"But vested Japanese interests opposed to change remain well entrenched , dimming prospects for quick reform , analysts said ."
5570,"Although the full - time farm population is falling and there are signs the LDP is paying more attention to urban constituencies , the ruling party remains heavily dependent on farm votes in the rural areas ."
5571,One rural vote is worth several city votes due to the pattern of constituency borders .
5572,"The LDP is already in political trouble over its tax reform plan and does not want to raise another sticky issue so soon , the analysts said ."
5573,"Consumer groups are politically weak and tend to accept the traditional view that higher prices are a small fee to pay for national food security , they said ."
5574,"Powerful agricultural cooperatives are fiercely opposed to import liberalisation , but are more flexible about reforms aimed at stepping up productivity , they said ."
5575,"Reform , when it comes , will be in response to specific pressure rather than an all - embracing program , said Chew ."
5576,JAPAN SEES HIGHER MONEY SUPPLY GROWTH THIS QUARTER The Bank of Japan said it forecast Japan ' s broadly - defined M - 2 money supply average plus certificates of deposit ( CDs ) will rise by about nine pct in the current April - June quarter against 8 . 5 pct a year earlier .
5577,"Unadjusted M - 2 plus CDs rose a preliminary 8 . 8 pct in January / March 1987 compared with a nine pct rise a year earlier , it said ."
5578,"The bank said the forecast rise is due to an increase in floating deposits due to recent low interest rates and a shift to private banks from the Bank of Japan of 400 - 1 , 000 billion yen by the recently privatised Japanese Railways ."
5579,"OECD CONSUMER PRICES RISE IN FEBRUARY Consumer prices in the countries of the Organisation for Economic Cooperation and Development ( OECD ) rose 0 . 3 pct in February and inflation rose to 2 . 4 pct year - on - year , the OECD said in a communique ."
5580,The OECD attributed the rise in consumer prices to the effects of the February 1986 drop in energy prices working their way out of the index .
5581,The February increase was less than Janauary ' s 0 . 4 pct increase but slightly above the average for the later months of 1986 .
5582,Inflation in the 24 western industrialised nations in January was a revised 1 . 9 pct year - on - year .
5583,"Retail energy prices rose by 0 . 3 pct , less than January ' s 1 . 1 pct increase ."
5584,"Energy prices for consumers were still nine pct lower than a year earlier , it said ."
5585,"Consumer prices excluding food and energy rose 0 . 3 pct in February , in line with previous months , although there has been some acceleration noticeable in the U . S . And Britain ."
5586,"Among the leading seven industrial countries , consumer price inflation was highest in Italy at 4 . 2 pct , followed by Canada at 4 . 0 pct , Britain at 3 . 9 pct , France at 3 . 4 pct , the U . S . At 2 . 1 pct and West Germany and Japan with negative rates of 0 . 5 pct and 1 . 4 pct respectively ."
5587,"LYNG OPENS JAPAN TALKS ON FARM TRADE BARRIERS U . S . Agriculture Secretary Richard Lyng opens talks with Japanese government officials today well aware his demand for the opening of Japanese rice , beef and citrus markets is likely to be rejected ."
5588,"But in an interview with Reuters during the flight to Tokyo yesterday , Lyng said the goal of his trip was to throw an international spotlight on Japan ' s agricultural import protection in the hope pressure would build on Tokyo to open its markets ."
5589,"""( The Japanese ) have said they are happy we are coming , but they are not going to give us anything ,"" Lyng said ."
5590,U . S . Officials do not expect any Japanese concessions during Lyng ' s two - week visit here .
5591,"Any farm trade concessions would be unveiled later this month , they said ."
5592,""" If there is anything of consequence to offer ( Prime Minister Yasuhiro ) Nakasone would take it with him ,"" when he visits Washington later in the month , one U . S . Official said ."
5593,Lyng plans to ask Japan to open the door to rice imports by partially lifting the longstanding ban on foreign purchases .
5594,"A private U . S . Rice trader visited Tokyo last week requesting Japan buy 200 , 000 tonnes of rice for industrial uses such as making sake ."
5595,"Japan has rejected the overture , saying Tokyo maintains a policy of self - sufficiency in rice ."
5596,Lyng will also press Japan to eliminate an import quota for beef by April 1988 because he believes Japanese consumers would like to buy much more beef than currently allowed .
5597,He cited the example of a California company which transports live U . S . Cattle to Japan by air for slaughter to circumvent the beef quota .
5598,"The cost of transport is higher than the value of the animal , he said ."
5599,"U . S . Officials said the Japan Livestock Industry Promotion Corporation which regulates beef imports , was forced to borrow from the fiscal 1987 quota earlier this year because the 1986 quota was exhausted and Japanese beef prices were rising ."
5600,Japan has said it cannot open its markets to beef imports .
5601,"Along with beef , the U . S . Will also press Japan to eliminate import quotas on fresh oranges and orange juice by April , 1988 ."
5602,Some U . S . Officials believe Japan may eventually be willing to scrap the quota on fresh oranges because liberalized trade would not necessarily damage the Japanese mandarin orange industry .
5603,"The quota on juice may be harder to eliminate because imports might replace domestic produced juice , U . S . And Japanese officials have said ."
5604,"Lyng has resurrected a past U . S . Proposal that Japan buy surplus U . S . Foodgrains for donation to developing countries , but some U . S . Officials are skeptical action will be taken ."
5605,"Lyng will also urge Japan to put its domestic farm policies , including rice , on the negotiating table during GATT talks in Geneva ."
5606,He said Japan must eliminate import quotas on certain minor food products or face possible U . S . Reprisals .
5607,"JAPAN DETAILS PLAN TO STAVE OFF TRADE PROBLEMS Japan ' s Liberal Democratic Party ( LDP ) has drawn up a detailed plan calling for large tax cuts and an increase in government purchases of foreign goods , the head of the committee working out the plan , Junichiro Koizumi , said ."
5608,"The plan will also urge the government to double 1985 ' s official development assistance to 7 . 6 billion dlrs within five years instead of seven as the government had promised , senior LDP officials said at a press conference ."
5609,LDP executive council chairman Shintaro Abe will explain the plan to U . S . Officials when he visits the U . S . On April 19 .
5610,Abe ' s visit is to prepare for Prime Minister Yasuhiro Nakasone ' s talks with President Ronald Reagan later this month .
5611,Koizumi said the LDP plan will not specify the size of the tax cut or the amount of domestic demand to be stimulated .
5612,"However , top LDP executives will work out figures so that Abe will be able to offer specifics to U . S . Officials ."
5613,"The proposed increase in procurement of foreign goods by the government will probably include the purchase of super computers , LDP officials said ."
5614,"According to the plan , Japan will also strive to solve specific trade problems with other nations and will encourage flows of funds to developing countries , the officials said ."
5615,"The LDP expects the measures to prop up the economy and lessen trade problems with the U . S ., They added ."
5616,"The basic ideas of the LDP ' s plan were presented to and welcomed by monetary authorities of the major industrial nations in Washington last week , they said ."
5617,The LDP plan will form the basis for the last of several packages to stimulate Japanese domestic demand and will be unveiled by the government in late May .
5618,"BALDRIGE TO LAUNCH FAR EAST TRADE DRIVE U . S . Commerce Secretary Malcolm Baldrige leaves on Saturday on a 10 - day trip to the Far East to help spur U . S . Trade and improve business relations with China , South Korea and the Philippines , U . S . Officials say ."
5619,Baldrige will also stop in Hong Kong to meet British officials and local U . S . And Hong Kong businessmen .
5620,"The U . S . Last year had major deficits with three of its Asian trading partners -- South Korea 7 . 1 billion dlrs , Hong Kong 6 . 4 billion and China 2 . 1 billion ."
5621,The deficit with the Philippines was 800 mln dlrs .
5622,Baldrige will meet South Korean President Chun Doo - hwan and Trade Minister Rha Woong Bae on Monday to discuss opening South Korean markets to more U . S . Goods .
